recipe_name,ingredients,directions
Pavlova with Winter Fruits,"4  egg whites, at room temperature, ¾ cup white sugar, ¼ cup superfine sugar, 1 ½ teaspoons cornstarch, ½ teaspoon orange blossom water (Optional), ½ teaspoon white vinegar","Preheat the oven to 250 degrees F (120 degrees C). Line a large baking sheet with parchment paper. Invert a small bowl onto the parchment paper and trace the rim with a pencil. Repeat twice more. Flip parchment paper over.
Beat egg whites in a large bowl with an electric mixer until soft peaks begin to form. Gradually add white sugar, with the mixer running. Whisk superfine sugar and cornstarch in a small bowl. Gradually beat into the meringue. Continue beating meringue until stiff, glossy peaks form. Beat in orange blossom water and vinegar.
Spoon meringue into the traced circles. Make the borders higher than the center, to leave room for the filling.
Bake meringues in the preheated oven until firm and dry to the touch, about 1 hour.
Meanwhile, make the lemon curd. Fill a medium saucepan with 1 inch of water and bring to a bare simmer.
Whisk lemon juice, lemon zest, sugar, egg yolks, and salt together in a glass bowl. Set the bowl over the simmering water. Cook, whisking constantly, until curd foams, then thickens, about 10 minutes. Remove the bowl from the simmering water. Gradually whisk in coconut oil until melted and incorporated.
Strain the curd through a fine-mesh sieve; discard solids left in the strainer. Press a sheet of plastic wrap directly onto the surface to prevent a skin from forming. Transfer to the refrigerator.
Turn off oven and keep meringues inside until completely dry, about 1 hour.
Combine heavy cream, confectioners' sugar, and orange blossom water in a bowl. Beat with an electric mixer until soft peaks form.
Spoon lemon curd into the center of the cooled meringues. Mound whipped cream over the curd. Arrange grapefruit, orange, and persimmon slices on top. Sprinkle pomegranate seeds over the top."
Cranberry-Pomegranate Mimosa,"2 tablespoons white sugar, or as needed, 3  frozen cranberries, 1 fluid ounce cranberry-pomegranate juice (such as Ocean Spray®), 1 fluid ounce orange juice, 2 fluid ounces champagne","Fill a small plate with 1/4 inch of water. Pour sugar onto a second small plate, making a depth of 1/8 to 1/4 inch. Gently dip the rim of a champagne glass into the water. Raise the glass to allow excess water to drip off, then dip the rim into the sugar. Twist the glass to ensure the entire rim is coated. Discard remaining sugar.
Place cranberries in the bottom of the champagne glass. Add cranberry-pomegranate juice, orange juice, and champagne."
Holiday Cranberry-Pomegranate Sauce,"1 (12 ounce) bag fresh cranberries, rinsed and sorted, 1 cup white sugar, 1 cup orange juice, 1 teaspoon orange zest, ¼ teaspoon ground cloves, 2  cinnamon sticks, 1  pomegranate, peeled and seeds separated","Mix the cranberries, sugar, orange juice, orange zest, ground cloves, and cinnamon sticks together in a saucepan. Bring to a boil. Lower heat to medium, and simmer for 10 minutes, stirring constantly. Remove from the heat and cool.
Stir the pomegranate seeds into the cranberry mixture, and refrigerate at least 8 hours or overnight. Remove the cinnamon sticks before serving."
Pomegranate Stew with Chicken (Khoresh Fesenjan),"2 tablespoons olive oil, 1 ½ pounds chicken legs, cut up, 1  white onion, thinly sliced, ½ pound walnuts, toasted and finely ground in a food processor, 1 teaspoon salt, 4 cups pomegranate juice, ½ teaspoon cardamom (Optional), 2 tablespoons sugar (Optional)","Heat olive oil in a large skillet over medium heat. Place chicken and onions in skillet, and cook 20 minutes, stirring occasionally. Mix in pureed walnuts, salt, pomegranate juice, and cardamom. Bring to a boil. Reduce heat to low, cover, and simmer for 1 1/2 hours, stirring occasionally. (If the sauce becomes too thick, stir in 1/4 cup warm water.) Mix in sugar, adjust seasoning, and simmer 30 minutes more."
Cranberry Pomegranate Sauce,"2 large tart apples, 2  pomegranates, peeled and seeds separated, 1 (16 fl oz) bottle pomegranate juice, 2 cups white sugar, 2 large  oranges, 2 (12 ounce) bags fresh cranberries, rinsed and sorted, 1 cup pecans, chopped","Peel and core apples, and put peelings and cores in a small saucepan with pomegranate seeds, 1/2 cup juice, and 1/2 cup sugar. Bring to a boil, and then reduce heat to simmer. Cook for 30 minutes.
Chop the peeled apples, and place in a large saucepan. Remove zest from half of one orange, chop very fine, and add to apples. Peel oranges, chop coarsely, and add to pan along with cranberries and remaining juice and sugar. Bring to a boil, reduce heat to simmer, and cook for 30 minutes.
Remove small pan from heat, and strain juice into larger pan. Cool solids slightly, and then push though a sieve to remove seeds and peels, adding remaining pulp to larger pan. Stir in nuts, if desired. Cook about 10 minutes longer. Serve warm, room temperature, or chilled."
Smokey Butternut Squash Soup,"1  butternut squash - peeled and cut into cubes, seeds removed and reserved, ½  shallot, diced, 3 tablespoons canola oil, divided , 2 teaspoons smoked paprika, 1 ½ teaspoons chili powder, 1 ½ teaspoons chipotle chile powder, 1 teaspoon minced fresh ginger,   salt and ground black pepper to taste, 6  fresh Brussels sprouts, cored and separated into leaves, 2 tablespoons maple syrup, 1 ½ cups almond milk, ¼ cup crumbled goat cheese, or to taste,   seeds of 1 pomegranate","Preheat oven to 375 degrees F (190 degrees C). Line a roasting pan with a large sheet of aluminum foil.
Toss butternut squash, shallot, 2 tablespoons canola oil, paprika, chili powder, chipotle powder, and ginger together in a bowl until evenly mixed and coated. Pour into prepared roasting pan and wrap aluminum foil around squash mixture.
Bake in the preheated oven until squash is tender, 30 to 40 minutes.
Heat 1 tablespoon canola oil in a cast-iron skillet over medium heat. Cook and stir reserved butternut squash seeds, pinch salt, and pinch ground black pepper in the skillet until lightly toasted, 5 minutes. Add Brussels sprouts leaves and cook, stirring occasionally, until leaves are slightly crispy and seeds are browned, 10 to 15 minutes. Stir maple syrup into seed mixture and immediately remove from heat.
Pour butternut squash mixture and almond milk into a blender no more than half full. Cover and hold lid down; pulse a few times before leaving on to blend. Puree in batches until soup is smooth.
Pour butternut squash soup into bowls and top with squash seeds and Brussels sprouts mixture, pomegranate seeds, and goat cheese."
Pomegranate Grenadine,"4 cups pomegranate juice, divided, 1 cup white sugar",Combine 3 cups pomegranate juice and sugar together in a saucepan; heat to 244 degrees F (118 degrees C) or until a small amount of mixture dropped into cold water forms a firm ball. Remove saucepan from heat and cover with a lid; let cool until pan is cool enough to touch. Stir remaining 1 cup pomegranate juice into mixture. Refrigerate.
Halloumi Three-Bean Salad with Pomegranate-Harissa Vinaigrette,"7 ounces halloumi cheese, cut into 1-inch slabs, 2 tablespoons pomegranate vinegar, 1 tablespoon honey, 1 ½ teaspoons harissa, or more to taste, 3 tablespoons olive oil, 1 pinch freshly ground black pepper, 1 cup black beans, drained and rinsed, 1 cup kidney beans, drained and rinsed, 1 cup white beans, drained and rinsed, �?cup chopped red onion, 2 tablespoons chopped fresh mint, 2 tablespoons chopped fresh cilantro","Heat a large nonstick pan over medium-high heat. Cook each halloumi slab on all 4 sides, about 5 minutes. Set aside and allow to cool slightly; cut into 1/4-inch cubes.
While cheese is cooking, whisk pomegranate vinegar, honey, harissa, olive oil, and black pepper together in a dressing jar. Set aside.
Combine black beans, kidney beans, white beans, onion, mint, and cilantro in a bowl and toss with a spoon. Add cooked halloumi. Drizzle vinaigrette dressing over salad and toss to coat. Cover and allow to sit at room temperature at least 15 minutes."
Salmon with Pomegranate Glaze,"�?cup pomegranate juice, 1 tablespoon soy sauce, or to taste, 1 clove garlic, sliced, 4 (6 ounce) fillets salmon, 2 tablespoons olive oil, ½  pomegranate, peeled and seeds separated","Whisk pomegranate juice, soy sauce, and garlic together in a shallow non-reactive bowl until marinade is well mixed. Add salmon and turn to coat. Cover and marinate for 15 minutes.
Heat olive oil in a skillet over medium heat; add garlic from the marinade and cook until lightly browned, 1 to 2 minutes. Pour in the marinade and cook until reduced and thickened to a glaze, 4 to 5 minutes.
Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Cook salmon on the preheated grill until flesh flakes easily with a fork, about 3 minutes per side. Serve salmon topped with glaze and garnished with pomegranate seeds."
"Apple, Pomegranate, and Pecan Salad","½ cup pomegranate juice, 1 tablespoon balsamic vinegar, 1 teaspoon Dijon mustard, 1 teaspoon honey, ¼ cup canola oil, �?teaspoon salt, �?teaspoon ground black pepper, 2 medium Granny Smith apples, cored and chopped, 1 (5 ounce) package baby spinach, �?cup pomegranate seeds, �?cup candied pecans, ¼ cup crumbled feta cheese","Combine pomegranate juice, balsamic vinegar, Dijon, and honey in the bowl of a food processor; pulse until combined. Keep the blade running and slowly pour canola oil in through the food chute until smooth. Add salt and pepper and set dressing aside.
Toss apples, spinach, pomegranate seeds, pecans, and feta cheese together in a large bowl. Drizzle dressing on top and toss until well combined."
Creamy Pomegranate Ice Cream,"1 cup heavy cream, 1 cup white sugar, 1 cup pomegranate juice, 1 teaspoon vanilla extract, 1 pinch salt","Stir together the heavy cream and sugar. Stir in the pomegranate juice, vanilla extract, and salt. Add the mixture to an ice cream maker and freeze according to the manufacturer's directions."
Spiced Pomegranate Syrup,"¾ cup pomegranate juice, ¾ cup Shiraz or other dry red wine, 2 tablespoons fresh lemon juice, 1 ½ teaspoons ground cinnamon, ¼ teaspoon ground nutmeg, �?teaspoon ground cloves, �?teaspoon ground ginger, 1 tablespoon butter, ½ cup packed brown sugar, divided","Combine the pomegranate juice, wine, and lemon juice in a bowl. Whisk in the cinnamon, nutmeg, cloves and ginger. Crumble in half of the brown sugar and whisk mixture until sugar dissolves.
Melt the butter in a skillet over medium heat and swirl to coat the pan. Immediately pour in the juice/spice mixture and increase the heat to high. Bring mixture to a boil while whisking to prevent scorching. Reduce heat to medium and, while stirring, add the remaining brown sugar a little at a time. Cook and stir until mixture thickens to a syrupy consistency or when it can coat the back of a spoon.
Remove from heat and allow to cool slightly and continue to cool, 5 to 10 minutes. Stir and serve."
Roasted Pork Shoulder with Pomegranate Sauce,"1 (3 pound) bone-in pork shoulder roast, 2 teaspoons minced garlic,   kosher salt and ground black pepper to taste, 2  pomegranates with the seeds removed, ½ cup water, 2 tablespoons balsamic vinegar, 2 tablespoons turbinado sugar, ¼ teaspoon ground cinnamon","Preheat the oven to 325 degrees F (165 degrees C). Season the pork roast with garlic, kosher salt, and pepper. Place in a roasting pan.
Bake the roast for 1 hour in the preheated oven. While the roast is baking, combine the pomegranate seeds and water in a large saucepan. Bring to a boil, then reduce the heat to low and simmer for 20 to 30 minutes, until the pomegranate seeds have broken down and released their juices. Press through a strainer to get as much juice as possible. You should have about 3/4 cup of juice.
Pour the juice from the pomegranate into a saucepan and bring to a boil. Simmer over medium heat until reduced by half. Remove from the heat and mix in the balsamic vinegar, sugar, and cinnamon.
After the roast has been in the oven for 45 minutes, baste it with pomegranate sauce, using a brush to apply it to the top and sides. Continue to roast the pork, basting every 10 minutes, until the internal temperature has reached 180 degrees F (80 degrees C), about 30 minutes. Remove from the oven, tent with foil, and allow to rest for 20 minutes before carving and serving."
Holiday Pomegranate Mignonette,"3 tablespoons champagne vinegar, 1 tablespoon pomegranate juice, ½  shallot, minced, ½ teaspoon fresh cracked pepper, 1 pinch white sugar, 1 tablespoon pomegranate seeds","Whisk vinegar, pomegranate juice, shallot, pepper, and white sugar together in a bowl until sugar dissolves. Add pomegranate seeds, cover the bowl with plastic wrap, and refrigerate until chilled, about 1 hour."
Freekeh Salad with Tahini Dressing,"1 cup freekeh, 2 cups chicken broth, 3 tablespoons apple cider vinegar, 1 tablespoon tahini, 1 teaspoon honey, 2 tablespoons olive oil,   salt and ground black pepper to taste, ½ cup pomegranate seeds, ¼ cup red onion, minced, 2 tablespoons minced fresh mint, 2 tablespoons minced fresh parsley, ½ cup crushed pistachios","Stir freekeh in a medium-sized saucepan over medium-high heat until lightly toasted and fragrant, about 3 minutes. Add broth and bring to a simmer. Cover pan and cook until water is absorbed, about 20 minutes. Remove from heat and let stand 5 minutes. Transfer freekeh to a bowl to cool.
Meanwhile, whisk vinegar, tahini, and honey together in a small bowl. Slowly drizzle in olive oil and whisk until combined. Season with salt and pepper.
Add pomegranate seeds, onion, mint, and parsley to the bowl with the cooked freekeh. Drizzle in the dressing and toss to coat. Season with additional salt and pepper, if desired. Refrigerate 30 minutes. Top with pistachios right before serving so they don't soften."
